4.96E+01
2.57E+01
3.75E+01
9.25E-01
7.90E+00
9.28E+00
1.76E+01
4.42E+02
7.07E+01
3.74E+02
8.11E+01
1.29E+02
1.23E+01
4.87E+01
8.09E+00
1.57E+01
2.59E+01
1.63E+01
1.38E+01
7.17E-01
1.85E+00
9.58E+00
2.62E+01
2.56E+01
3.49E+01
1.88E+01
4.20E+01
2.14E+01
2.60E+01
2.55E+01
9.51E+01
8.28E+01
5.70E+00
2.12E+01
2.46E+01
1.13E+02
9.65E-01
1.22E+01
1.80E+01
6.91E+00
1.96E+01
1.17E+00
4.29E+00
